CustomerKey;First Name;Last Name;Full Name;DateFirstPurchase;YearlyIncome;CommuteDistance;Customer City
11265;Elizabeth;Jones;Elizabeth Jones;2022-01-03 00:00:00.000;90000;0-1 Miles;Kirkland
11266;Taylor;Howard;Taylor Howard;2020-09-10 00:00:00.000;90000;5-10 Miles;Port Orchard
11267;David;Diaz;David Diaz;2020-09-17 00:00:00.000;120000;2-5 Miles;Burlingame
11268;Katelyn;Carter;Katelyn Carter;2022-05-29 00:00:00.000;130000;1-2 Miles;Coronado
11269;Ryan;Foster;Ryan Foster;2022-08-22 00:00:00.000;130000;0-1 Miles;Daly City
11270;Robert;Lee;Robert Lee;2020-09-10 00:00:00.000;130000;0-1 Miles;Lakewood
11271;Danielle;Reed;Danielle Reed;2020-09-27 00:00:00.000;150000;1-2 Miles;San Francisco
11272;Lauren;Martinez;Lauren Martinez;2020-09-19 00:00:00.000;70000;5-10 Miles;Beverly Hills
11273;Nathan;Lal;Nathan Lal;2022-05-14 00:00:00.000;90000;10+ Miles;La Jolla
11274;Kyle;Foster;Kyle Foster;2020-08-29 00:00:00.000;50000;5-10 Miles;Bellingham
11275;Jenny;Rai;Jenny Rai;2020-08-30 00:00:00.000;80000;0-1 Miles;Colma
11276;Nancy;Chapman;Nancy Chapman;2022-01-29 00:00:00.000;80000;2-5 Miles;Cliffside
11277;Charles;Jackson;Charles Jackson;2022-02-02 00:00:00.000;80000;0-1 Miles;Royal Oak
11278;Jonathan;Phillips;Jonathan Phillips;2020-09-16 00:00:00.000;90000;10+ Miles;Edmonds
11279;Amanda;Cook;Amanda Cook;2022-03-03 00:00:00.000;90000;10+ Miles;Everett
11280;Robert;Collins;Robert Collins;2022-07-01 00:00:00.000;90000;10+ Miles;Lynnwood
11281;Megan;Barnes;Megan Barnes;2020-09-13 00:00:00.000;110000;5-10 Miles;Burbank
11282;Christian;Thomas;Christian Thomas;2020-08-31 00:00:00.000;90000;1-2 Miles;Burien
11283;Arturo;Lal;Arturo Lal;2022-05-29 00:00:00.000;110000;1-2 Miles;Berkeley
11284;Theresa;Serrano;Theresa Serrano;2022-02-06 00:00:00.000;110000;1-2 Miles;Chula Vista
11285;Jeremy;Anderson;Jeremy Anderson;2022-07-27 00:00:00.000;120000;2-5 Miles;Fremont
11286;Hunter;Griffin;Hunter Griffin;2020-09-21 00:00:00.000;170000;2-5 Miles;Torrance
11287;Henry;Garcia;Henry Garcia;2022-01-29 00:00:00.000;70000;5-10 Miles;Cliffside
11288;Cindy;Sanchez;Cindy Sanchez;2022-03-05 00:00:00.000;110000;2-5 Miles;Burbank
11289;Maria;Carter;Maria Carter;2020-09-08 00:00:00.000;130000;0-1 Miles;Downey
11290;Katelyn;Sanchez;Katelyn Sanchez;2020-09-20 00:00:00.000;130000;2-5 Miles;Lakewood
11291;Jenna;Wright;Jenna Wright;2020-09-04 00:00:00.000;130000;2-5 Miles;Lemon Grove
11292;Seth;Phillips;Seth Phillips;2020-09-15 00:00:00.000;150000;0-1 Miles;San Gabriel
11293;Luke;Long;Luke Long;2022-02-24 00:00:00.000;60000;1-2 Miles;Port Orchard
11294;Dalton;Clark;Dalton Clark;2022-09-25 00:00:00.000;60000;1-2 Miles;Issaquah
11295;Taylor;Lewis;Taylor Lewis;2020-09-25 00:00:00.000;80000;5-10 Miles;Concord
11296;Haley;Richardson;Haley Richardson;2020-09-01 00:00:00.000;50000;5-10 Miles;Everett
11297;Noah;Coleman;Noah Coleman;2020-09-26 00:00:00.000;70000;5-10 Miles;Burbank
11298;Jon;Luo;Jon Luo;2020-09-12 00:00:00.000;70000;1-2 Miles;Chula Vista
11299;Orlando;Vazquez;Orlando Vazquez;2020-09-26 00:00:00.000;70000;1-2 Miles;Burbank
11300;Fernando;Barnes;Fernando Barnes;2022-01-31 00:00:00.000;80000;1-2 Miles;N. Vancouver
11301;Cameron;Rodriguez;Cameron Rodriguez;2022-06-09 00:00:00.000;80000;5-10 Miles;Ballard
11302;Spencer;Russell;Spencer Russell;2020-09-06 00:00:00.000;90000;1-2 Miles;Corvallis
11303;Julia;Coleman;Julia Coleman;2020-09-02 00:00:00.000;90000;1-2 Miles;Edmonds
11304;Julia;Garcia;Julia Garcia;2022-03-20 00:00:00.000;100000;5-10 Miles;Portland
11305;Sean;Evans;Sean Evans;2022-03-25 00:00:00.000;110000;2-5 Miles;Chula Vista
11306;Micah;Zhou;Micah Zhou;2022-06-30 00:00:00.000;110000;2-5 Miles;Coronado
11307;Hunter;Rodriguez;Hunter Rodriguez;2020-09-04 00:00:00.000;80000;5-10 Miles;Daly City
11308;Ian;Gonzales;Ian Gonzales;2022-09-07 00:00:00.000;60000;1-2 Miles;Oregon City
11309;Victoria;Lewis;Victoria Lewis;2022-07-09 00:00:00.000;60000;5-10 Miles;Beaverton
11310;Erin;Sanders;Erin Sanders;2022-08-12 00:00:00.000;70000;5-10 Miles;San Francisco
11311;Gabrielle;Lopez;Gabrielle Lopez;2022-04-18 00:00:00.000;70000;1-2 Miles;Lynnwood
11312;Sara;Richardson;Sara Richardson;2022-05-17 00:00:00.000;70000;5-10 Miles;Lynnwood
11313;Trevor;Jenkins;Trevor Jenkins;2022-05-07 00:00:00.000;70000;5-10 Miles;Port Orchard
11314;Mya;Flores;Mya Flores;2022-02-25 00:00:00.000;70000;1-2 Miles;Issaquah
11315;Hailey;Ward;Hailey Ward;2022-05-20 00:00:00.000;70000;1-2 Miles;Port Orchard
11316;Luke;Allen;Luke Allen;2022-01-12 00:00:00.000;60000;5-10 Miles;Langford
11317;Victoria;Russell;Victoria Russell;2020-09-01 00:00:00.000;40000;5-10 Miles;Salem
11318;Jessica;Wilson;Jessica Wilson;2022-10-17 00:00:00.000;40000;1-2 Miles;Edmonds
11319;Jade;Bailey;Jade Bailey;2020-09-09 00:00:00.000;70000;1-2 Miles;Oakland
11320;Morgan;Hill;Morgan Hill;2022-06-15 00:00:00.000;80000;5-10 Miles;Glendale
11321;Terrance;Raman;Terrance Raman;2022-02-23 00:00:00.000;90000;5-10 Miles;Burien
11322;Sydney;Garcia;Sydney Garcia;2022-03-24 00:00:00.000;90000;5-10 Miles;Bremerton
11323;Jose;Patterson;Jose Patterson;2020-09-10 00:00:00.000;120000;5-10 Miles;Daly City
11324;Zachary;Anderson;Zachary Anderson;2020-09-26 00:00:00.000;90000;1-2 Miles;Glendale
11325;Elijah;Ross;Elijah Ross;2020-09-19 00:00:00.000;90000;5-10 Miles;Seattle
11326;Rafael;Xie;Rafael Xie;2020-09-15 00:00:00.000;130000;0-1 Miles;Beverly Hills
11327;Jaime;Moreno;Jaime Moreno;2020-09-26 00:00:00.000;90000;5-10 Miles;Burbank
11328;Julian;Griffin;Julian Griffin;2022-01-05 00:00:00.000;90000;5-10 Miles;Newton
11329;Andy;Alvarez;Andy Alvarez;2020-09-25 00:00:00.000;90000;5-10 Miles;Concord
11330;Ryan;Thompson;Ryan Thompson;2022-02-12 00:00:00.000;110000;2-5 Miles;Oak Bay
11331;Samantha;Jenkins;Samantha Jenkins;2022-02-07 00:00:00.000;90000;1-2 Miles;Shawnee
11332;Deanna;Ramos;Deanna Ramos;2020-10-15 00:00:00.000;10000;0-1 Miles;Berlin
11333;Emily;Miller;Emily Miller;2020-03-21 00:00:00.000;20000;0-1 Miles;Newcastle upon Tyne
11334;Nicole;Brown;Nicole Brown;2020-03-04 00:00:00.000;10000;0-1 Miles;Stoke-on-Trent
11335;Carla;Raman;Carla Raman;2020-10-23 00:00:00.000;10000;0-1 Miles;Hof
11336;Shaun;Raji;Shaun Raji;2021-09-27 00:00:00.000;20000;0-1 Miles;Paris
11337;Jerome;Romero;Jerome Romero;2020-03-09 00:00:00.000;10000;0-1 Miles;Watford
11338;Frank;Navarro;Frank Navarro;2020-10-11 00:00:00.000;20000;0-1 Miles;Bonn
11339;Dennis;She;Dennis She;2021-10-07 00:00:00.000;20000;0-1 Miles;Paris
11340;Melody;Munoz;Melody Munoz;2021-10-27 00:00:00.000;10000;0-1 Miles;Paris
11341;Randy;Zeng;Randy Zeng;2020-04-11 00:00:00.000;20000;0-1 Miles;Cheltenham
11342;Marshall;Wang;Marshall Wang;2022-07-12 00:00:00.000;30000;0-1 Miles;Boulogne-sur-Mer
11343;Arthur;Carlson;Arthur Carlson;2020-04-04 00:00:00.000;10000;0-1 Miles;Oxon
11344;Jessie;Jimenez;Jessie Jimenez;2020-05-13 00:00:00.000;10000;0-1 Miles;Oxford
11345;Robin;Ramos;Robin Ramos;2021-10-22 00:00:00.000;10000;0-1 Miles;Tremblay-en-France
11346;Deanna;Gutierrez;Deanna Gutierrez;2021-10-01 00:00:00.000;10000;0-1 Miles;Paris
11347;Roy;Navarro;Roy Navarro;2022-03-16 00:00:00.000;10000;0-1 Miles;Braunschweig
11348;Shawn;Rai;Shawn Rai;2022-03-31 00:00:00.000;10000;0-1 Miles;Paderborn
11349;Mindy;Luo;Mindy Luo;2023-01-13 00:00:00.000;10000;2-5 Miles;München
11350;Cara;Zhou;Cara Zhou;2022-02-05 00:00:00.000;30000;0-1 Miles;Peterborough
11351;Anne;Ramos;Anne Ramos;2020-06-12 00:00:00.000;20000;0-1 Miles;London
11352;Raymond;Rodriguez;Raymond Rodriguez;2022-05-01 00:00:00.000;10000;0-1 Miles;Pantin
11353;Carrie;Ortega;Carrie Ortega;2020-06-12 00:00:00.000;30000;0-1 Miles;Warrington
11354;Deanna;Suarez;Deanna Suarez;2022-12-03 00:00:00.000;20000;0-1 Miles;Grevenbroich
11355;Roberto;Gutierrez;Roberto Gutierrez;2022-09-26 00:00:00.000;40000;0-1 Miles;Wokingham
11356;Terrence;Carson;Terrence Carson;2020-05-10 00:00:00.000;10000;2-5 Miles;Lavender Bay
11357;Ramon;Ye;Ramon Ye;2020-06-18 00:00:00.000;10000;2-5 Miles;Caloundra
11358;Cynthia;Malhotra;Cynthia Malhotra;2020-06-28 00:00:00.000;10000;0-1 Miles;Coffs Harbour
11359;Jarrod;Prasad;Jarrod Prasad;2020-06-13 00:00:00.000;10000;0-1 Miles;Malabar
11360;Tyrone;Serrano;Tyrone Serrano;2020-06-27 00:00:00.000;10000;2-5 Miles;Rockhampton
11361;Cindy;Ramos;Cindy Ramos;2022-10-01 00:00:00.000;10000;0-1 Miles;Newcastle
11362;Damien;Shan;Damien Shan;2022-03-29 00:00:00.000;10000;0-1 Miles;Cranbourne
11363;Julian;Ross;Julian Ross;2020-06-08 00:00:00.000;10000;0-1 Miles;Melbourne
11364;Jennifer;Collins;Jennifer Collins;2020-06-07 00:00:00.000;10000;2-5 Miles;Geelong
11365;Brittney;Sun;Brittney Sun;2020-05-31 00:00:00.000;10000;1-2 Miles;Findon
11366;Virginia;Patel;Virginia Patel;2022-06-24 00:00:00.000;20000;0-1 Miles;Seaford
11367;Calvin;Nara;Calvin Nara;2022-07-07 00:00:00.000;20000;0-1 Miles;North Sydney
11368;Edward;Miller;Edward Miller;2020-06-24 00:00:00.000;10000;1-2 Miles;Rockhampton
11369;Ashlee;Tang;Ashlee Tang;2022-07-05 00:00:00.000;20000;0-1 Miles;Findon
11370;Alicia;Xu;Alicia Xu;2022-07-13 00:00:00.000;20000;0-1 Miles;South Melbourne
11371;Lacey;Jai;Lacey Jai;2022-11-07 00:00:00.000;20000;0-1 Miles;Rockhampton
11372;Wendy;Romero;Wendy Romero;2020-06-07 00:00:00.000;20000;0-1 Miles;Brisbane
11373;Carly;Luo;Carly Luo;2022-08-27 00:00:00.000;30000;0-1 Miles;Salzgitter
11374;Jimmy;Ortega;Jimmy Ortega;2022-04-15 00:00:00.000;30000;0-1 Miles;Werne
11375;Francisco;Martinez;Francisco Martinez;2022-10-17 00:00:00.000;30000;0-1 Miles;High Wycombe
11376;Lance;Vazquez;Lance Vazquez;2022-10-15 00:00:00.000;40000;0-1 Miles;Liverpool
11377;David;Robinett;David Robinett;2022-02-28 00:00:00.000;30000;0-1 Miles;Solingen
11378;Shannon;Liang;Shannon Liang;2021-10-17 00:00:00.000;10000;2-5 Miles;Metz
11379;Gary;Vazquez;Gary Vazquez;2021-10-02 00:00:00.000;10000;2-5 Miles;Boulogne-Billancourt
11380;Mitchell;Kumar;Mitchell Kumar;2020-10-11 00:00:00.000;20000;1-2 Miles;Saarlouis
11381;Meredith;Raman;Meredith Raman;2020-06-12 00:00:00.000;20000;2-5 Miles;London
11382;Edward;Patterson;Edward Patterson;2021-11-03 00:00:00.000;20000;2-5 Miles;Roubaix
11383;Marie;Gill;Marie Gill;2023-01-01 00:00:00.000;30000;0-1 Miles;Roissy en Brie
11384;Tiffany;Wang;Tiffany Wang;2022-08-02 00:00:00.000;30000;0-1 Miles;Les Ulis
11385;Miguel;Allen;Miguel Allen;2022-07-06 00:00:00.000;30000;0-1 Miles;York
11386;Jaclyn;Cai;Jaclyn Cai;2022-11-02 00:00:00.000;30000;0-1 Miles;Darmstadt
11387;Megan;Ramirez;Megan Ramirez;2020-07-26 00:00:00.000;40000;0-1 Miles;Gateshead
11388;Joseph;Martin;Joseph Martin;2020-07-03 00:00:00.000;40000;0-1 Miles;York
11389;Karl;Shan;Karl Shan;2022-11-17 00:00:00.000;10000;2-5 Miles;Duesseldorf
11390;Christine;Raji;Christine Raji;2022-11-07 00:00:00.000;10000;2-5 Miles;Saint Germain en Laye
11391;Lindsay;Xie;Lindsay Xie;2022-10-26 00:00:00.000;10000;0-1 Miles;Salzgitter
11392;Willie;Zhao;Willie Zhao;2022-03-29 00:00:00.000;10000;0-1 Miles;Frankfurt
11393;Kurt;Pal;Kurt Pal;2022-07-16 00:00:00.000;10000;0-1 Miles;Saint Ouen
11394;George;McDonald;George McDonald;2020-07-04 00:00:00.000;10000;0-1 Miles;Milton Keynes
11395;Beth;Gutierrez;Beth Gutierrez;2020-11-14 00:00:00.000;30000;0-1 Miles;Frankfurt
11396;Ian;Lopez;Ian Lopez;2022-10-26 00:00:00.000;10000;0-1 Miles;Saarlouis
11397;Latoya;Shan;Latoya Shan;2022-07-07 00:00:00.000;20000;0-1 Miles;Paris
11398;Colin;Nath;Colin Nath;2020-07-03 00:00:00.000;30000;0-1 Miles;Newcastle upon Tyne
11399;Brenda;Mehta;Brenda Mehta;2022-04-13 00:00:00.000;30000;0-1 Miles;Paris
11400;Franklin;Raji;Franklin Raji;2020-07-15 00:00:00.000;40000;0-1 Miles;London
11401;Linda;Navarro;Linda Navarro;2021-10-28 00:00:00.000;40000;0-1 Miles;Paris
11402;Kelli;Cai;Kelli Cai;2021-11-07 00:00:00.000;40000;0-1 Miles;Orleans
11403;Nancy;Schmidt;Nancy Schmidt;2021-10-28 00:00:00.000;40000;0-1 Miles;Saint Ouen
11404;Megan;Taylor;Megan Taylor;2022-02-10 00:00:00.000;10000;0-1 Miles;Kassel
11405;Bonnie;Goel;Bonnie Goel;2022-03-31 00:00:00.000;10000;0-1 Miles;Bonn
11406;Latoya;Xu;Latoya Xu;2021-11-04 00:00:00.000;20000;2-5 Miles;Paris
11407;Mario;She;Mario She;2022-06-23 00:00:00.000;20000;0-1 Miles;Münster
11408;Darren;Gill;Darren Gill;2022-03-05 00:00:00.000;10000;0-1 Miles;London
11409;Jacqueline;Hayes;Jacqueline Hayes;2021-11-17 00:00:00.000;10000;0-1 Miles;Saint Germain en Laye
11410;Maurice;Goel;Maurice Goel;2021-11-13 00:00:00.000;20000;2-5 Miles;Paris
11411;Devin;Ross;Devin Ross;2022-08-04 00:00:00.000;80000;2-5 Miles;Ingolstadt
11412;Sydney;Bryant;Sydney Bryant;2020-11-05 00:00:00.000;80000;10+ Miles;Ingolstadt
11413;Megan;Stewart;Megan Stewart;2020-08-10 00:00:00.000;80000;2-5 Miles;Gateshead
11414;Ian;Richardson;Ian Richardson;2020-08-13 00:00:00.000;80000;10+ Miles;Kirkby
11415;Randy;She;Randy She;2022-08-16 00:00:00.000;90000;10+ Miles;Darmstadt
11416;Katrina;Becker;Katrina Becker;2021-11-07 00:00:00.000;60000;2-5 Miles;Croix
11417;Lacey;Zheng;Lacey Zheng;2021-11-04 00:00:00.000;70000;10+ Miles;Pantin
11418;Rafael;Hu;Rafael Hu;2022-12-17 00:00:00.000;90000;10+ Miles;Paderborn
11419;Kyle;Scott;Kyle Scott;2022-03-12 00:00:00.000;150000;0-1 Miles;Watford
11420;Jordan;Turner;Jordan Turner;2021-11-01 00:00:00.000;100000;10+ Miles;Roubaix
11421;Amy;Sun;Amy Sun;2020-11-03 00:00:00.000;110000;5-10 Miles;Offenbach
11422;Dustin;Deng;Dustin Deng;2020-08-22 00:00:00.000;170000;5-10 Miles;Liverpool
11423;Jasmine;Stewart;Jasmine Stewart;2020-12-10 00:00:00.000;80000;2-5 Miles;Hamburg
11424;Pamela;Garcia;Pamela Garcia;2022-04-21 00:00:00.000;80000;10+ Miles;Berlin
11425;Ariana;Gray;Ariana Gray;2021-11-22 00:00:00.000;90000;10+ Miles;Metz
11426;Kristopher;Mehta;Kristopher Mehta;2022-04-09 00:00:00.000;110000;10+ Miles;Braunschweig
11427;Desiree;Dominguez;Desiree Dominguez;2020-12-20 00:00:00.000;110000;10+ Miles;Kiel
11428;Deanna;Perez;Deanna Perez;2020-12-05 00:00:00.000;120000;10+ Miles;Poing
11429;Marco;Lopez;Marco Lopez;2021-12-14 00:00:00.000;80000;10+ Miles;Sèvres
11430;Casey;Yuan;Casey Yuan;2022-03-19 00:00:00.000;90000;10+ Miles;Bottrop
11431;Bryant;Garcia;Bryant Garcia;2020-12-21 00:00:00.000;110000;10+ Miles;Hof
11432;Dominique;Prasad;Dominique Prasad;2021-12-10 00:00:00.000;80000;10+ Miles;Roissy en Brie
11433;Maurice;Shan;Maurice Shan;2021-12-02 00:00:00.000;80000;2-5 Miles;Tremblay-en-France
11434;Andre;Lopez;Andre Lopez;2022-06-15 00:00:00.000;170000;0-1 Miles;West Sussex
11435;Robin;Romero;Robin Romero;2023-01-04 00:00:00.000;100000;10+ Miles;Kiel
11436;Taylor;Cox;Taylor Cox;2022-05-22 00:00:00.000;160000;10+ Miles;Watford
11437;Alfredo;Moreno;Alfredo Moreno;2022-12-19 00:00:00.000;90000;10+ Miles;Villeneuve-d'Ascq
11438;Jenny;Nara;Jenny Nara;2022-02-05 00:00:00.000;130000;0-1 Miles;Werne
11439;Janet;Munoz;Janet Munoz;2021-11-29 00:00:00.000;90000;5-10 Miles;Paris La Defense
11440;Sergio;Weber;Sergio Weber;2022-03-27 00:00:00.000;80000;5-10 Miles;Lille
11441;Erika;Gomez;Erika Gomez;2023-01-08 00:00:00.000;90000;5-10 Miles;Paris
11442;Joseph;Harris;Joseph Harris;2022-09-29 00:00:00.000;90000;10+ Miles;Tremblay-en-France
11443;Grace;Griffin;Grace Griffin;2020-06-07 00:00:00.000;60000;2-5 Miles;Hobart
11444;Tina;Mehta;Tina Mehta;2020-06-01 00:00:00.000;70000;10+ Miles;Bendigo
11445;Kari;Kim;Kari Kim;2020-06-06 00:00:00.000;70000;10+ Miles;Silverwater
11446;Bethany;Chander;Bethany Chander;2020-06-18 00:00:00.000;70000;10+ Miles;Lane Cove
11447;Jennifer;Roberts;Jennifer Roberts;2020-06-28 00:00:00.000;70000;10+ Miles;Hervey Bay
11448;Kyle;Patterson;Kyle Patterson;2020-06-16 00:00:00.000;80000;10+ Miles;Melbourne
11449;Alvin;Hu;Alvin Hu;2020-06-19 00:00:00.000;80000;10+ Miles;Seaford
11450;Brett;Mehta;Brett Mehta;2020-06-29 00:00:00.000;130000;0-1 Miles;Cloverdale
11451;Ruben;Muñoz;Ruben Muñoz;2020-07-29 00:00:00.000;70000;10+ Miles;Newcastle
11452;Erika;Rubio;Erika Rubio;2020-07-11 00:00:00.000;80000;10+ Miles;Caloundra
11453;Stanley;Malhotra;Stanley Malhotra;2020-07-15 00:00:00.000;80000;10+ Miles;Hobart
11454;Melinda;Navarro;Melinda Navarro;2020-07-31 00:00:00.000;80000;10+ Miles;Melbourne
11455;Ross;Sanz;Ross Sanz;2020-07-01 00:00:00.000;100000;10+ Miles;Melton
11456;Jon;Gao;Jon Gao;2020-07-17 00:00:00.000;120000;10+ Miles;St. Leonards
11457;Jaime;Gutierrez;Jaime Gutierrez;2020-07-17 00:00:00.000;90000;10+ Miles;Wollongong
11458;Bianca;Liu;Bianca Liu;2022-03-30 00:00:00.000;100000;10+ Miles;Springwood
11459;Tasha;Deng;Tasha Deng;2020-07-27 00:00:00.000;80000;10+ Miles;Port Macquarie
11460;Melvin;Chande;Melvin Chande;2020-07-21 00:00:00.000;90000;10+ Miles;Cranbourne
11461;Victor;Jimenez;Victor Jimenez;2020-07-31 00:00:00.000;90000;10+ Miles;Lavender Bay
11462;Laura;Lin;Laura Lin;2020-07-16 00:00:00.000;110000;10+ Miles;Matraville
11463;Alisha;Beck;Alisha Beck;2022-03-05 00:00:00.000;110000;10+ Miles;Cloverdale
11464;Alejandro;Huang;Alejandro Huang;2020-07-22 00:00:00.000;90000;10+ Miles;South Melbourne
11465;Louis;Luo;Louis Luo;2020-07-14 00:00:00.000;90000;10+ Miles;Gold Coast
11466;Grant;Tang;Grant Tang;2022-05-22 00:00:00.000;150000;10+ Miles;Lavender Bay
11467;Arturo;Zheng;Arturo Zheng;2022-07-31 00:00:00.000;170000;0-1 Miles;St. Leonards
11468;Jaclyn;Andersen;Jaclyn Andersen;2020-08-08 00:00:00.000;40000;1-2 Miles;York
11469;Edwin;Raji;Edwin Raji;2022-08-09 00:00:00.000;10000;1-2 Miles;York
11470;Jay;Suarez;Jay Suarez;2021-01-22 00:00:00.000;20000;0-1 Miles;Stuttgart
11471;Latasha;Suarez;Latasha Suarez;2022-05-17 00:00:00.000;30000;2-5 Miles;Chatou
11472;Kenneth;Kumar;Kenneth Kumar;2020-07-26 00:00:00.000;60000;5-10 Miles;Hawthorne
11473;Grace;Henderson;Grace Henderson;2022-06-02 00:00:00.000;20000;1-2 Miles;Drancy
11474;Melvin;Xu;Melvin Xu;2022-09-26 00:00:00.000;20000;1-2 Miles;Peterborough
11475;Cesar;Subram;Cesar Subram;2022-04-23 00:00:00.000;30000;1-2 Miles;London
11476;Erika;Navarro;Erika Navarro;2022-11-01 00:00:00.000;40000;1-2 Miles;Kirkby
11477;Tristan;Hughes;Tristan Hughes;2022-09-25 00:00:00.000;30000;1-2 Miles;Darmstadt
11478;Billy;Hernandez;Billy Hernandez;2022-04-19 00:00:00.000;30000;2-5 Miles;Sèvres
11479;Darryl;Wu;Darryl Wu;2021-12-05 00:00:00.000;40000;1-2 Miles;Saint Ouen
11480;Colleen;Ma;Colleen Ma;2021-12-25 00:00:00.000;40000;1-2 Miles;Tremblay-en-France
11481;Erica;Hu;Erica Hu;2021-01-27 00:00:00.000;40000;1-2 Miles;Braunschweig
11482;Adrienne;Torres;Adrienne Torres;2020-09-08 00:00:00.000;30000;1-2 Miles;Warrington
11483;Calvin;Chande;Calvin Chande;2021-12-22 00:00:00.000;40000;0-1 Miles;Paris
11484;Erick;Sai;Erick Sai;2021-01-02 00:00:00.000;40000;0-1 Miles;Neunkirchen
11485;Donald;Chandra;Donald Chandra;2020-09-14 00:00:00.000;40000;0-1 Miles;Esher-Molesey
11486;Ariana;Rogers;Ariana Rogers;2022-11-24 00:00:00.000;10000;1-2 Miles;Erlangen
11487;Morgan;Jones;Morgan Jones;2022-12-15 00:00:00.000;10000;1-2 Miles;Dunkerque
11488;Jermaine;Lopez;Jermaine Lopez;2020-10-28 00:00:00.000;20000;1-2 Miles;London
11489;Deborah;Goel;Deborah Goel;2020-10-28 00:00:00.000;20000;1-2 Miles;Oxford
11490;Danny;Rubio;Danny Rubio;2022-04-04 00:00:00.000;20000;0-1 Miles;Paris La Defense
11491;Andre;Perez;Andre Perez;2020-11-07 00:00:00.000;20000;0-1 Miles;London
11492;Terrence;Chander;Terrence Chander;2021-02-11 00:00:00.000;30000;2-5 Miles;Eilenburg
11493;Dawn;Wu;Dawn Wu;2020-11-14 00:00:00.000;40000;1-2 Miles;London
11494;Jimmy;Gutierrez;Jimmy Gutierrez;2020-12-23 00:00:00.000;40000;1-2 Miles;Runcorn
11495;Francis;Jimenez;Francis Jimenez;2022-10-26 00:00:00.000;40000;1-2 Miles;Bonn
11496;Gary;Ortega;Gary Ortega;2020-11-30 00:00:00.000;40000;0-1 Miles;Warrington
11497;Katrina;Nath;Katrina Nath;2022-11-04 00:00:00.000;40000;1-2 Miles;Newcastle upon Tyne
11498;Arturo;Sun;Arturo Sun;2022-02-28 00:00:00.000;40000;1-2 Miles;Cliffside
11499;Pedro;Vance;Pedro Vance;2022-04-06 00:00:00.000;40000;1-2 Miles;Concord
11500;Sarah;Simmons;Sarah Simmons;2022-01-31 00:00:00.000;40000;0-1 Miles;Langley
11501;Brandy;Chandra;Brandy Chandra;2022-03-27 00:00:00.000;40000;1-2 Miles;Cliffside
11502;Jared;Peterson;Jared Peterson;2022-01-30 00:00:00.000;40000;0-1 Miles;Shawnee
11503;Dennis;Wu;Dennis Wu;2022-05-26 00:00:00.000;50000;1-2 Miles;Coronado
11504;Jordan;Baker;Jordan Baker;2022-05-01 00:00:00.000;40000;0-1 Miles;Downey
11505;Jasmine;Powell;Jasmine Powell;2022-02-22 00:00:00.000;60000;1-2 Miles;Burnaby
11506;Nicholas;Brown;Nicholas Brown;2022-03-08 00:00:00.000;60000;0-1 Miles;Port Hammond
11507;Isabella;Russell;Isabella Russell;2022-02-17 00:00:00.000;60000;1-2 Miles;Victoria
11508;Elizabeth;Wilson;Elizabeth Wilson;2022-05-02 00:00:00.000;60000;1-2 Miles;Lynnwood
11509;Roger;Harui;Roger Harui;2022-07-29 00:00:00.000;30000;5-10 Miles;Novato
11510;Seth;Roberts;Seth Roberts;2022-03-12 00:00:00.000;30000;1-2 Miles;N. Vancouver
11511;Caleb;Perry;Caleb Perry;2022-03-13 00:00:00.000;30000;2-5 Miles;Lebanon
11512;Natalie;Campbell;Natalie Campbell;2022-12-28 00:00:00.000;20000;1-2 Miles;Oak Bay
11513;Alyssa;Howard;Alyssa Howard;2022-06-08 00:00:00.000;20000;1-2 Miles;Royal Oak
11514;Dalton;Diaz;Dalton Diaz;2022-06-24 00:00:00.000;30000;2-5 Miles;Tacoma
11515;Shannon;Huang;Shannon Huang;2020-08-31 00:00:00.000;30000;2-5 Miles;Burbank
11516;Mya;Gonzales;Mya Gonzales;2020-09-15 00:00:00.000;30000;2-5 Miles;Colma
11517;Katherine;Bryant;Katherine Bryant;2022-06-26 00:00:00.000;40000;0-1 Miles;Redwood City
11518;Edward;Washington;Edward Washington;2022-10-27 00:00:00.000;40000;0-1 Miles;Milwaukie
11519;Jerome;Navarro;Jerome Navarro;2022-03-13 00:00:00.000;40000;1-2 Miles;Cliffside
11520;Jada;Morgan;Jada Morgan;2022-02-22 00:00:00.000;40000;0-1 Miles;Port Hammond
11521;Ariana;Peterson;Ariana Peterson;2022-03-05 00:00:00.000;40000;0-1 Miles;Walla Walla
11522;Christian;Hughes;Christian Hughes;2020-09-03 00:00:00.000;80000;0-1 Miles;Oregon City
11523;Lucas;Taylor;Lucas Taylor;2022-02-15 00:00:00.000;40000;0-1 Miles;N. Vancouver
11524;Alyssa;Jackson;Alyssa Jackson;2022-08-28 00:00:00.000;40000;1-2 Miles;Torrance
11525;Ariana;Cook;Ariana Cook;2020-09-06 00:00:00.000;40000;0-1 Miles;Lebanon
11526;Katherine;Diaz;Katherine Diaz;2022-02-03 00:00:00.000;40000;1-2 Miles;Westminster
11527;Jenna;Green;Jenna Green;2022-02-07 00:00:00.000;40000;1-2 Miles;San Gabriel
11528;Joan;Washington;Joan Washington;2020-09-12 00:00:00.000;40000;1-2 Miles;Glendale
11529;Austin;Bryant;Austin Bryant;2020-09-24 00:00:00.000;40000;1-2 Miles;Portland
